,speaker,text
386,lee cronin, so we submitted the paper and then when it was almost accepted the mass spec one and it was astrobiologists said great a mass spectroscopist said great and the chemist went nonsense biggest pile of nonsense ever fraud and i was like but why fraud and they just said just because i was like well i could not convince the editor in this case the editor was just so pissed off they see it as a youre wasting my time and i would not give up i wrote i went and dissected all the parts and i think although i mean i got upset about it was kind of embarrassing actually but i guess
387,lex fridman, i bet it was beautiful
388,lee cronin, but it was just trying to understand why they didnt like it so part of me was really devastated and a part of me was super excited because im like huh they cant tell me why im wrong and this kind of goes back to when i was at school i was in a kind of learning difficulties class and i kept going to the teacher and saying what do i do today to prove im smart and they were like nothing you cant i was like give me a job give me something to do give me a job to do something to do and i kind of felt like that a bit when i was arguing with the and not arguing there was no ad hominem i wasnt telling the editor they were idiots or anything like this or the reviewers i kept it strictly factual
389,lee cronin, and all i did is i just kept knocking it down bit by bit by bit by bit by bit it was ultimately rejected and it got published elsewhere and then the actual experimental data so in this paper the experimental justification was already published so when we did this one and we went through the versions and then we sent it in and in the end it just got accepted we were like well thats kind of cool right this is kind of like some days
390,lee cronin, sorry the first author was like i cant believe it got accepted i was like nor am i but its great its good and then when the paper was published i was not expecting the backlash i was expecting computational well no actually i was just expecting one person whod been trolling me for a while about it just to carry on trolling but i didnt expect the backlash and then i wrote to the editor and apologized and the editor was like what are you apologizing for it was a great paper of course its going to get backlash you said some controversial stuff but its awesome
391,lex fridman, well i think its a beautiful story of perseverance and the backlash is just a negative word for discourse which i think is beautiful thats the science
392,lee cronin, i think as i said when it got accepted and people were saying were kind of hacking on it and i was like papers are not gold medals the reason i wanted to publish that paper in nature is because it says hey theres something before biological evolution you have to have that if youre not a creationist by the way this is an approach first time someone has put a concrete mechanism or sorry a concrete quantification and what comes next you are pushing on is a mechanism and thats what we need to get to is an auto catalytic sets selfreplicating molecules some other features that come in
393,lee cronin, and the fact that this paper has been so discussed for me is a dream come true it doesnt get better than that if you cant accept a few people hating it and the nice thing is the thing that really makes me happy is that no one has attacked the actual physical content
394,lee cronin, you can measure the assembly index you can measure selection now so either thats right or its well either thats helpful or unhelpful if its unhelpful this paper will sink down and no one will use it again if its helpful itll help people scaffold on it and well start to converge for a new paradigm so i think that thats the thing that i wanted to see my colleagues authors collaborators and people were like youve just published this paper youre a chemist why have you done this who are you to be doing evolutionary theory well i dont know i mean sorry did i need to
395,lex fridman, who is anyone to do anything well im glad you did let me just before coming back to origin of life and these kinds of questions you mentioned learning difficulties i didnt know about this so what was it like
396,lee cronin, i wasnt very good at school right
397,lee cronin, i wasnt very good at school right
398,lex fridman, this is when you were very young
399,lee cronin, yeah but in primary school my handwriting was really poor and apparently i couldnt read and my mathematics was very poor so they just said this is a problem they identified it my parents at the time were confused because i was busy taking things apart buying electronic junk from the shop trying to build computers and things and then once i got out of when i think about the major transition in my stupidity everyone thought i wasnt that stupid when i was basically everyone thought i was faking i liked stuff and i was faking wanting to be it so i always want to be a scientist so five six seven years old id be a scientist take things apart and everyones like yeah this guy wants to be a scientist but hes an idiot so everyone was really confused i think at first that i wasnt smarter than i was claiming to be
400,lee cronin, and then i just basically didnt do well in any of the tests and i went down and down and down and down and then i was like huh this is really embarrassing i really like maths and everyone says i cant do it i really like physics and chemistry and science and people say you cant read and write and so i found myself in a learning difficulties class at the end of primary school and the beginning of secondary school in the uk secondary school is   years old and i remember being put in the remedial class and the remedial class was basically full of three types of people there were people quite violent and there were people who couldnt speak english and there were people that really had learning difficulties so the one thing i can objectively remember was i could read i liked reading i read a lot but something in me im a bit of a rebel i refused to read what i was told to read and i found it difficult to read individual words in the way they were told
401,lee cronin, but anyway i got caught one day teaching someone else to read and they said okay we dont understand this id always known i wanted to be a scientist but i didnt really know what that meant and i realized you had to go to university and i thought i can just go to university they take curious people no no no need to have these you have to be able to enter these exams to get this grade point average and the fact is the exams youve been entered into you are just going to get c d or e you cant even get a b or c these are the uk gcses i was like  oh shit and i said can you just put me into the higher exams they said no no youre going to fail theres no chance so my father intervened and said just let him go in the exams and they said hes definitely going to fail its a waste of time waste of money and he said what if we paid so they said okay so you didnt actually have to pay you only had to pay if i failed
402,lee cronin, so i took the exams and passed them fortunately i didnt get the top grades but i got into a levels but then that also limited what i could do at a levels i wasnt allowed to do a level maths
403,lex fridman, what do you mean you werent allowed to
404,lee cronin, because i had such a bad math grade from my gcse i only had a c but they wouldnt let me go into the abc for maths because of some coursework requirement back then so the top grade i could have got was a c so c d or e so i got a c and they let me do as level maths which is this half intermediate and get to go to university but i liked chemistry i had a good chemistry teacher so in the end i got to university to do chemistry
405,lex fridman, so through that process i think for kids in that situation its easy to start believing that youre not how do i put it that youre stupid and basically give up that youre just not good at math youre not good at school so this is by way of advice for people for interesting people for interesting young kids right now experiencing the same thing where was the place what was the source of you not giving up there
406,lee cronin, i have no idea other than i really liked not understanding stuff for me when i not understand something i feel like i dont understand anything but now but back then i remember when i was like i dont know i tried to build a laser when i was eight and i thought how hard could it be and basically i was going to build a co laser and i was like right i think i need some partially coated mirrors i need some carbon dioxide and i need a high voltage and i was so stupid i was so embarrassed t make enough co i actually set a fire and tried to filter the flame
407,lex fridman, oh nice thats an idea
408,lee cronin, just to collect enough co and it completely failed and i burnt half the garage down so my parents were not very happy about that so that was one thing i really liked first principle thinking so i remember being super curious and being determined to find answers and so when people do give advice about this why ask for advice about this i dont really have that much advice other than dont give up and one of the things i try to do as a chemistry professor in my group is i hire people that i think if theyre persistent enough who am i to deny them the chance because people gave me a chance and i was able to do stuff
409,lex fridman, do you believe in yourself essentially
410,lee cronin, so i love being around smart people and i love confusing smart people and when im confusing smart people not by stealing their wallets and hiding it somewhere but if i can confuse smart people that is the one piece of hope that i might be doing something interesting
411,lex fridman, wow thats quite brilliant as a gradient to optimize hang out with smart people and confuse them and the more confusing it is the more theres something there
412,lee cronin, and as long as theyre not telling you just a complete idiot and they give you different reasons and everyone because with assembly theory and people said oh its wrong and i was like why and no one could give me a consistent reason they said oh because its been done before or its just inaudible  or its just there that and the other so i think the thing that i like to do is and in academia its hard because people are critical but the criticism although i got upset about it earlier which is silly but not silly because obviously its hard work being on your own or with a team spatially separated during lockdown and try to keep everyone on board and have some faith i always wanted to have a new idea and so i like a new idea and i want to nurture it as long as possible and if someone can give me actionable criticism thats why i think i was trying to say earlier when i was stuck for words give me actionable criticism
413,lee cronin, its wrong okay why is it wrong say oh your equations incorrect for this or your method is wrong so what i try and do is get enough criticism from people to then triangulate and go back and ive been very fortunate in my life that ive got great colleagues great collaborators funders mentors and people that will take the time to say you are wrong because and then what i have to do is integrate the wrongness and go oh cool maybe i can fix that and i think criticism is really good people have a go at me because im really critical but im not criticizing you as a person im just criticizing the idea and trying to make it better and say what about this
414,lee cronin, and sometimes my filters are truncated in some ways im just like thats wrong thats wrong thats wrong whyd you do this and people are like oh my god you just told me you destroyed my lifes work im like relax no im just like lets make it better and i think that we dont do that enough because we are either personally critical which isnt helpful or we dont give any criticism at all because were too scared
415,lex fridman, yeah ive seen you be pretty aggressively critical but every time ive seen its the idea not the person
416,lex fridman,time and free will
417,lee cronin, im sure i make mistakes on thati argue lots with sara and shes shocked ive argued with joscha joscha bach in the past and he is like youre just making that up and im like no not quite but kind of but i had a big argument with sara about time and shes like no time doesnt exist im like no no time does exist and as she realized that her conception of assembly theory and my conception of assembly theory was the same thing necessitated us to abandon the fact that time is eternal to actually really fundamentally question how the universe produces combinatorial novelty
418,lex fridman, so time is fundamental for assembly theory im just trying to figure out where you and sara converged
419,lee cronin, i think assembly theory is fine in this time right now but i think it helps us understand that something interesting is going on ive been really inspired by a guy called nick gisin im going to butcher his argument but i love his argument a lot so i hope he forgives me if he hears about it but basically if you want free will time has to be fundamental and if you want time to be fundamental you have to give up on platonic mathematics and you have to use intuition by the way and again im going to butcher this but basically hilbert said that infinite numbers are allowed and i think it was brouwer who said no you cant all numbers are finite so lets go back a step because it was like people going to say assembly theory seems to explain that large combinatorial space allows you to produce things like life and technology and that large combinatorial space is so big its not even accessible to a sean carroll david deutsch multiverse that physicists saying that all of the universe already exists in time is probably provably thats a strong word not correct
420,lee cronin, that we are going to know that the universe as it stands the present the way the present builds the future is so big the universe cant ever contain the future and this is a really interesting thing i think max tegmark has this mathematical universe he says the universe is like a block universe and i apologize to max if im getting it wrong but people think you can just move you have the stat you have the initial conditions and you can run the universe right to the end and go backwards and forwards in that universe that is not correct
421,lex fridman, let me load that in the universe is not big enough to contain the future
422,lee cronin, yeah thats why thats it
423,lex fridman, thats a beautiful way of saying that time is fundamental
424,lee cronin, yes and this is why the law of the excluded middle something is true or false only works in the past is it going to snow in new york next week or in austin you might in austin say probably not in new york you might say yeah if you go forward to next week and say did it snow in new york last week true or false you can answer that question the fact that the law of the excluded middle cannot apply to the future explains why time is fundamental
425,lex fridman, thats a good example intuitive example but its possible that we might be able to predict whether its going to snow if we had the perfect information
426,lee cronin, i think
427,lex fridman, youre saying it not
428,lee cronin, impossible impossible so heres why ill make a really quick argument and this argument isnt mine its nicks and a few other people
429,lex fridman, can you explain his view on time being fundamental
430,lee cronin, yeah so ill give my view which resonates with his but basically its very simple actually it would say your ability to design and do an experiment is exercising free will so he used that thought process i never really thought about it that way and that you actively make decisions i used to think that free will was a consequence of just selection but im understanding that human free will is something really interesting and he very much inspired me but i think that what sara walker said that inspired me as well these will converge is that i think that the universe and the universe is very big huge but actually the place that is largest in the universe right now the largest place in the universe is earth
431,lex fridman, yeah ive seen you say that and boy does that thats an interesting one to process what do you mean by that earth is the biggest place in the universe
432,lee cronin, because we have this combinatorial scaffolding going all the way back from luca so youve got cells that can selfreplicate and then you go all the way to terraforming the earth youve got all these architectures the amount of selection thats going on biological selection just to be clear biological evolution and then have multicellularity then animals and abstraction and with abstraction there was another kick because you can then build architectures and computers and cultures and language and these things are the biggest things that exist in the universe because we can just build architectures that could naturally arise anywhere and the further that distance goes in time and its gigantic
433,lex fridman, from a complexity perspective
434,lee cronin, yeah
435,lex fridman, okay wait a minute but i know youre being poetic but how do you know theres not other earthlike how do you know youre basically saying earth is really special its awesome stuff as far as we look out theres nothing like it going on but how do you know theres not nearly infinite number of places where cool stuff like this is going on
436,lee cronin, i agree and i would say ill say again that earth is the most gigantic thing we know in the universe combinatorially we know
437,lex fridman, we know yeah
438,lex fridman,communication with aliens
439,lee cronin, now i guess this is just purely a guess i have no data other than hope maybe not hope maybe no i have some data that every star in the sky probably has planets and life is probably emerging on these planets but the amount of contingency that is associated with life is i think the combinatorial space associated with these planets is so different our causal cones are never going to overlap or not easily and this is the thing that makes me sad about alien life its why we have to create alien life in the lab as quickly as possible because i dont know if we are going to be able to be able to build architectures that will intersect with alien intelligence architectures
440,lex fridman, intersect you dont mean in time or space
441,lee cronin, time and the ability to communicate
442,lex fridman, the ability to communicate
443,lee cronin, yeah my biggest fear in a way is that life is everywhere but we become infinitely more lonely because of our scaffolding in that combinatorial space because its so big
444,lex fridman, so youre saying the constraints created by the environment that led to the factory of darwinian evolution are just this little tiny cone in a nearly infinite combinatorial space
445,lee cronin, exactly
446,lex fridman, so theres other cones like it why cant we communicate with other just because we cant create it doesnt mean we cant appreciate the creation right sorry detect the creation
447,lee cronin, i truly dont know but its an excuse for me to ask for people to give me money to make a planet simulator
448,lex fridman, yeah right
449,lee cronin, if i can make
450,lex fridman, with a different crosstalk 
451,lee cronin, its like another shameless say its like give me money i need money
452,lex fridman, this was all long plug for a planet simulator hey i wont be the first in line to do that
453,lee cronin, my rick garage has run out of room
454,lex fridman, yeah
455,lee cronin, no
456,lex fridman, and this planet simulator you mean a different planet or different sets of environments and pressures
457,lee cronin, exactly if we could basically recreate the selection before biology as we know it that gives rise to a different biology we should be able to put the constraints on where to look in the universe so heres the thing heres my dream my dream is that by creating life in the lab based upon constraints we understand lets go for venus type life or earth type life or something again do an earth  screw it lets do an earth  an earth  has a different genetic alphabet fine thats fine different protein alphabet fine have cells and evolution all that stuff we will then be able to say okay life is a more general phenomena selection is more general than what we think is the chemical constraints on life and we can point at james webb and other telescopes at other planets that we are in that zone we are most likely to combinatorially overlap with because so theres chemistry
458,lex fridman, youre looking for some overlap
459,lee cronin, and then we can then basically shine light on them literally and look at light coming back and apply advanced assembly theory to general theory of language that well get and say huh in that signal it looks random but theres a copy number oh this random set of things that shouldnt be that looks like a true random number generator has structure as not inaudible  an it type structure but evolutionary structure given by assembly theory and we start to but i would say that because im a shameless assembly theorist
460,lex fridman, yeah it just feels like the cone i might be misusing the word cone here but the width of the cone is growing faster is growing really fast to where eventually all the cones overlap even in a very very very large combinatorial space but then again if youre saying the universe is also growing very quickly in terms of possibilities
461,lee cronin, i hope that as we build abstractions one idea is that as we go to intelligence intelligence allows us to look at the regularities around us in the universe and that gives us some common grounding to discuss with aliens and you might be right that we will overlap there even though we have completely different chemistry literally completely different chemistry that we will be able to pass information from one another but its not a given and i have to try and divorce hope and emotion away from what i can logically justify
462,lex fridman, but its just hard to intuit a world a universe where theres nearly infinite complexity objects and they somehow cant detect each other
463,lee cronin, the universe is expanding but the nice thing is i would say i would look you see i think carl sagan did the wrong thing not the wrong thing he flicked the voyager program and the pale blue dot and said look how big the universe is i wouldve done it the other way around and said look at the voyager probe that came from the planet earth that came from luca look at how big earth is
464,lex fridman, then it produced that
465,lee cronin, it produced that
466,lex fridman, yeah
467,lee cronin, and that i think is completely amazing and then that should allow people on earth to think about probably we should try and get causal chains off earth onto mars onto the moon wherever whether its human life or martian life that we create it doesnt matter but i think this combinatorial space tells us something very important about the universe and that i realized in assembly theory that the universe is too big to contain itself now coming back i want to change your mind about time because im guessing that your time is just a coordinate so im going to change
468,lex fridman, im guessing youre one of those
469,lee cronin, one of those im change my mind in real time or at least attempt
470,lex fridman, oh in real time there you go i already got the tattoo so this is going to be embarrassing if you change my mind
471,lee cronin, but you can just add an arrow of time onto it right
472,lex fridman, yeah true just modify it
473,lee cronin, or raise it a bit and the argument that i think that is really most interesting is people say the initial conditions specify the future of the universe okay fine lets say thats the case for a moment now lets go back to newtonian mechanics now the uncertainty principle in newtonian mechanics is this if i give you the coordinates of an object moving in space and the coordinates of another object and they collide in space and those initial conditions you should know exactly whats going to happen however you cannot specify these coordinates to infinite precision now everyone says oh this is like the chaos theory argument no no its deeper than that heres a problem with numbers this is where hilbert and brouwer fell out to have the coordinates of this object a given object thats colliding you have to have them to infinite precision thats what hilbert says theres no problem infinite precision is fine lets just take that for granted
474,lee cronin, but when the object is finite and it cant store its own coordinates what do you do so in principle if a finite object cannot be specified to infinite precision in principle the initial conditions dont apply
475,lex fridman, how do you know it cant store its
476,lee cronin, how do you store an in long number in a finite size
477,lex fridman, were using infinity very loosely here
478,lee cronin, no no were using
479,lex fridman, infinite precision not loosely but
480,lee cronin, very precisely
481,lex fridman, so you think infinite precision is required
482,lee cronin, lets take the object lets say the object is a golf ball a golf ball is a few centimeters in diameter we can work out how many atoms are in the golf ball and lets say we can store numbers down to atomic dislocations so we can work out how many atoms there are in the golf ball and we can store the coordinates in that golf ball down to that number but beyond that we cant lets make the golf ball smaller and this is where i think that we think that we get randomness in quantum mechanics and some people say you cant get randomness quantum mechanics deterministic but aha this is where we realize that classical mechanics and quantum mechanics suffer from the same uncertainty principle and that is the inability to specify the initial conditions to a precise enough degree to give you determinism
483,lee cronin, the universe is intrinsically too big and thats why time exists its nondeterministic looking back into the past you can use logical arguments because you can say was it true or false you already know but this is the fact we are unable to predict the future with the precision is not evidence of lack of knowledge its evidence the universe is generating new things
484,lex fridman, okay first of all quantum mechanics you could just say statistically whats going to happen when two golf balls hit each other
485,lee cronin, statistically but sure i can say statistically whats going to happen but then when they do happen and then you keep nesting it together it goes almost back to look lets think about entropy in the universe so how do we understand entropy change or process we can use the ergodic hypothesis we can also have have the counterfactuals where we have all the different states and we can even put that in the multiverse but both those theyre nonphysical the multiverse collapses back to the same problem about the precision so if you accept you dont have to have true and false going forward into the future the real numbers are real theyre observables
486,lex fridman, were trying to see exactly where time being fundamental sneaks in and this difference between the golf ball cant contain its own position perfectly precisely how that leads to time needing to be fundamental
487,lee cronin, do you believe or do you accept you have free will
488,lex fridman, yeah i think at this moment in time i believe that i have free will
489,lee cronin, so then you have to believe that time is fundamental
490,lex fridman, i understand thats a statement youve made
491,lee cronin, no that we can logically follow because if you dont have free will so if youre in a universe that has no time universe is deterministic if its deterministic then you have no free will
492,lex fridman, i think the space of how much we dont know is so vast that saying the universe is deterministic and from that jumping into theres no free will is just too difficult of a leap
493,lee cronin, no i logically follow no no i dont disagree its deep and its important all im saying and its actually different to what ive said before is that if you dont require platonistic mathematics and accepts that nondeterminism is how the universe looks and that gives us our creativity and the way the universe is getting novelty its really deeply important in assembly theory because assembly theory starts to actually give you a mechanism where you go from boring time which is basically initial conditions specify everything to a mismatch in creative time and i hope well do experiments i would love to do an experiment that prove that time is fundamental and the universe is generating novelty i dont know all the features of that experiment yet but by having these conversations openly and getting people to think about the problems in a new way better people more intelligent people with good mathematical backgrounds can say oh hey ive got an idea i would love to do an experiment that shows that the universe is too big for itself going forward in time
494,lee cronin, and this is why i really hate the idea of the boltzmann brain the boltzmann brain makes me super like everyones having a free lunch its like saying lets break all the laws of physics so a boltzmann brain is this idea that in a long enough universe a brain will just emerge in the universe as conscious and that neglects the causal chain of evolution that required to produce that brain and this is where the computational argument really falls down because a computationalist could say i can calculate probability of a boltzmann brain and theyll give you a probability but i can calculate probability of a boltzmann brain zero
495,lex fridman, just because the space of possibilities is so large
496,lee cronin, yeah when we start falling ourselves with numbers that we cant actually measure and we cant ever conceive of i think it doesnt give us a good explanation and i want to explain why life is in the universe i think life is actually novelty minor life basically mines novelty almost from the future and actualizes in the present
497,lex fridman, okay life is a novelty minor from the future that is actualized in the present
498,lee cronin, yep i think so
499,lex fridman, novelty minor first of all novelty whats the origin of novelty when you go from boring time to creative time where is that is it as simple as randomness like youre referring to
500,lee cronin, i am really struggling with randomness because i had a really good argument with joscha bach about randomness and he just said randomness doesnt give you free will thats insane because youd just be random and i think hes right at that level but i dont think he is right on another level and its not about randomness its about constrained im making this up as i go along so making this up constrained opportunity so the novelty what is novelty this is what i think is a funny thing if you ever want to discuss ai why i think everyones gone ai mad is that theyre misunderstanding novelty but lets think about novelty yes what is novelty so i think novelty is a genuinely new configuration that is not predicted by the past and that you discover in the present and that is truly different now everyone says that some people say that novelty doesnt exist its always with precedent i want to do experiments that show that that is not the case and it goes back to a question you asked me a few moments ago which is where is the factory
501,lee cronin, because i think the same mechanism that gives us a factory gives us novelty and i think that is why im so deeply hung up on time of course im wrong but how wrong and i think that life opens up that combinatorial space in a way that our current laws of physics although as contrived in a deterministic initial condition universe even with the get out of the multiverse david deutsch style which i love by the way but i dont think is correct but its really beautiful
502,lex fridman, multiverse
503,lee cronin, david deutsches conception of the multiverse is given but i think that the problem with wave particle duality in quantum mechanics is not about the multiverse its about understanding how determined the past is i dont just think that actually this is a discussion i was having with sara about that where she was like oh i think weve been debating this for a long time now about how do we reconcile novelty determinism in determinism
504,lex fridman, okay just to clarify both you and sara think the universe is not deterministic
505,lee cronin, i wont speak for sara but roughly i think the universe is deterministic looking back in the past but undetermined going forward in the future so im having my cake and eating it here this is because i fundamentally dont understand randomness as joscha told me or other people told me but if i adopt a new view now which the new view is the universe is just nondeterministic but id like to refine that and say the universe appears deterministic going back in the past but its undetermined going forward in the future so how can we have a universe that has deterministically looking rules thats nondetermined
506,lee cronin,  universe that has deterministicallylooking rules that is nondetermined going into the future its this breakdown in precision in the initial conditions and we have to just stop using initial conditions and start looking at trajectories and how the combinatorial space behaves in an expanding universe in time and space and assembly theory helps us quantify the transition to biology and biology appears to be noveltymining because its making crazy stuff that are unique to earth right there are objects on earth that are unique to earth that will not be found anywhere else because you can do the combinatorial math
507,lex fridman, what was that statement you made about life is noveltymining from the future whats the little element of time that youre introducing there
508,lee cronin, what im kind of meaning is because the future is bigger than the present in a deterministic universe how do the states go from one to another theres a mismatch right
509,lex fridman, yeah
510,lee cronin, so that must mean that you have a little bit of indeterminism whether thats randomness or something else i dont understand i want to do experiments to formulate a theory to refine that as we go forward that might help us explain that and i think thats why im so determined to try and crack the nonlife to life transition looking at networks and molecules and that might help us think about the mechanism but certainly the future is bigger than the past in my conception of the universe and some conception of the universe and
511,lex fridman, by the way thats not obvious right the future being bigger than the past well thats one statement and the statement that the universe is not big enough to contain the future is another statement that one is a big one that ones a really big one
512,lee cronin, i think so but i think its entirely  because look we have the second law and right now we dont need the second law if the futures bigger than the past it follows naturally so why are we retrofitting all these sticking plasters onto our reality to hold onto a timeless universe
513,lex fridman, yeah but thats because its kind of difficult to imagine the universe that cant contain the future
514,lee cronin, but isnt that really exciting
515,lex fridman, its very exciting but its hard we are humans on earth and we have a very kind of fourdimensional conception of the world of d plus time its just hard to intuit a world where what does that even mean a universe that cant contain the future
516,lee cronin, yeah its kind of crazy but obvious
517,lex fridman, its weird its weird i suppose it sounds obvious yeah if its true
518,lee cronin, so the reason why assembly theory turned me onto that was that lets just start in the present and look at all the complex molecules and go backwards in time and understand how evolutionary processes gave rise to them its not at all obvious that taxol which is one of the most complex natural products produced by biology was going to be invented by biology its an accident
519,lee cronin, taxol is unique to earth theres no taxol elsewhere in the universe and taxol was not decided by the initial conditions it was decided by this interplay between the  so the past simply is embedded in the present it gives some features but why the past doesnt map to the future onetoone is because the universe is too big to contain itself that gives space for creativity and novelty and some things which are unpredictable
520,lee cronin,cellular automata
521,lex fridman, well okay so given that youre disrespecting the power of the initial conditions let me ask you about how do you explain that cellular automata are able to produce such incredible complexity given just basic rules and basic initial conditions
522,lee cronin, i think that this falls into the brouwerhilbert trap so how do you get cellular automata to produce complexity you have a computer you generate a display and you map the change of that in time there are some cas that repeat like functions
523,lee cronin, its fascinating to me that for pi there is a formula where you can go to the millionth decimal place of pi and read out the number without having to go there but there are some numbers where you cant do that and you have to just crank through whether its wolframian computational irreducibility or some other thing well it doesnt matter but these cas that complexity is that just complexity or a number that is basically youre mining that number in time is that just a display screen for that number that function
524,lex fridman, well cant you say the same thing about the complexity on earth then
525,lee cronin, no because the complexity on earth has a copy number and an assembly index associated with it that ca is just a number running
526,lex fridman, you dont think it has a copy number wait a minute 
527,lee cronin, well it does where were looking at humans producing different rules but then its nested on selection so those cas are produced by selection the ca is such a fascinating pseudocomplexity generator what i would love to do is understand quantify the degree of surprise in a ca and run it long enough but what i guess that means is we have to instantiate we have to have a number of experiments where were generating different rules and running them time steps but  oh i got it
528,lee cronin, cas are mining novelty in the future by iteration right and youre like  oh thats great thats great you didnt predict it some rules you can predict whats going to happen and other rules you cant so for me if anything cas are evidence that the universe is too big to contain itself because otherwise youd know what the rules are going to do forevermore
529,lex fridman, right i guess you were saying that the physicist saying that all you need is the initial conditions and the rules of physics is somehow missing the bigger picture
530,lee cronin, yeah
531,lex fridman, and if you look at cas all you need is the initial condition and the rules and then run the thing
532,lee cronin, you need three things you need the initial conditions you need the rules and you need time iteration to mine it out without the coordinate you cant get it out
533,lex fridman, sure and that to you is fundamental
534,lee cronin, and you cant predict it from the initial conditions if you could then it could be fine
535,lex fridman, and that time is
536,lee cronin, a resource
537,lex fridman,  like the foundation of the history the memory of each of the things it created it has to have that memory of all the things that led up to it
538,lee cronin, yeah you have to have the resource because time is a fundamental resource yeah i think i had a major epiphany about randomness but i keep doing that every two days and then it goes away again its random
539,lex fridman, youre a time fundamentalist
540,lee cronin, and you should be as well if you believe in free will then the only conclusion is that time is fundamental otherwise you cannot have free will it logically follows
541,lex fridman, well the foundation of my belief in free will is observationdriven
542,lee cronin, but thats
543,lex fridman, i think if you use logic logically it seems like the universe is deterministic
544,lee cronin, looking backwards in time then thats correct the universe is
545,lex fridman, and then everything else is a kind of leap it requires a leap
546,lee cronin, this is why i think machine learning is going to provide a chunk of that right to help us explain this so the way id say it if you take 
547,lex fridman, thats interesting why
548,lex fridman,agi
549,lee cronin, well my favorite one is  because ai doomers are driving me mad and in fact we dont have any intelligence yet i call ai autonomous informatics just to make people grumpy
550,lex fridman, yeah youre saying were quite far away from agi
551,lee cronin, i think that we have no conception of intelligence and i think that we dont understand how the human brain does what it does i think that neuroscience is making great advances but i think that we have no idea about agi so i am a technological i guess optimist i believe we should do everything the whole regulation of ai is nonsensical why would you regulate excel other than the fact that clippy should come back and i love excel  because we can do the flight simulator
552,lex fridman, sorry in excel
553,lee cronin, yeah have you not played the flight simulator in
554,lex fridman, in excel 
555,lee cronin, yeah
556,lex fridman, what does that look like
557,lee cronin, its like wireframe very basic but basically i think its x zero y zero shift and it opens up and you can play the flight simulator
558,lex fridman, oh wow wait wait is it using excel
559,lee cronin, excel 
560,lex fridman, okay
561,lee cronin, i resurrected it the other day and saw clippy again for the first time in a long time
562,lex fridman, well clippy is definitely coming back but youre saying we dont have a great understanding of what is intelligence what is the intelligence underpinning the human mind
563,lee cronin, im very frustrated by the way that were ai dooming right now and people are bestowing some kind of magic now lets go back a bit so you said about agi are we far away from agi yes i do not think were going to get to agi anytime soon ive seen no evidence of it and the ai doom scenario is nonsensical in the extreme
564,lee cronin, the reason why i think its nonsensical  and i dont think there isnt things we should do and be very worried about there are things we need to worry about right now what ai are doing whether its fake data fake users i want authentic people authentic data i dont want everything to be faked and i think its a really big problem and i absolutely want to go on the record to say i really worry about that what im not worried about is that some fictitious entity is going to turn us all to paperclips or detonate nuclear bombs or maybe i dont know anything you can think of
565,lee cronin, why is this ill take a very simple series of logical arguments and the ai doomers do not have the correct epistemology they do not understand what knowledge is and until we understand what knowledge is theyre not going to get anywhere because theyre applying things falsely so let me give you a very simple argument
566,lee cronin, people talk about the probability pdoom of ai we can work out the probability of an asteroid hitting the planet why because its happened before we know the mechanism we know that theres a gravity well or that spacetime is bent and stuff falls in we dont know the probability of agi because we have no mechanism so let me give you another one which is like im really worried about ag whats ag ag is antigravity one day we could wake up and antigravity is discovered were all going to die the atmosphere is going to float away were going to float away were all doomed
567,lee cronin, what is the probability of ag we dont know because theres no mechanism for ag do we worry about it no and i dont understand the current reason for certain people in certain areas to be generating this nonsense i think theyre not doing it maliciously i think were observing the emergence of new religions how religions come because religions are about some controls
568,lee cronin, youve got the optimist saying ai is going to cure us all and ai is going to kill us all whats the reality well we dont have ai we have really powerful machine learning tools and they will allow us to do interesting things and we need to be careful about how we use those tools in terms of manipulating human beings and faking stuff right
